src,dst,cosine_sim
3,4,0.6265814
3,407,0.5138317
3,27524,0.53556967
4,3,0.6265814
4,5,0.54544574
4,6,0.5153886
4,407,0.5746828
4,475,0.5025143
4,27464,0.5084726
4,27524,0.60356414
4,27691,0.50108993
4,27713,0.53919923
4,27901,0.5739394
4,27945,0.5288502
4,43839,0.5254704
5,4,0.54544574
5,6,0.52427405
6,4,0.5153886
6,5,0.52427405
8,1334,0.5705791
8,21029,0.5050072
8,32433,0.55988055
12,1334,0.7090897
12,20200,0.51203203
12,20594,0.51203203
12,21029,0.62759966
12,27370,0.58693933
12,28039,0.510767
23,40,0.83520436
23,51,0.8604512
23,1091,0.6419436
23,2408,0.7819454
23,3756,0.8579014
23,3833,0.7400131
23,4102,0.9477374
23,5712,0.69629
23,7139,0.63112664
23,7309,0.5451975
23,7476,0.6844536
23,7574,0.75092214
23,9235,0.7340232
23,9397,0.6482701
23,10598,0.58732694
23,11853,0.5820764
23,12137,0.9483243
23,12246,0.6424208
23,12485,0.86083657
23,13203,0.7830464
23,13524,0.64300203
23,13674,0.59982276
23,13683,0.8424426
23,13701,0.90863615
23,13703,0.9071247
23,14080,0.77374077
23,14280,0.6869261
23,14639,0.5463032
23,14751,0.6432921
23,14986,0.6840587
23,15227,0.9341241
23,16079,0.5812428
23,18623,0.5754522
23,19400,0.68553764
23,19548,0.538749
23,20263,0.57282853
23,20294,0.52099586
23,20297,0.8891896
23,20620,0.5857967
23,21117,0.9435529
23,21773,0.618325
23,22049,0.912171
23,22597,0.95015275
23,22871,0.52099395
23,23095,0.93266374
23,23141,0.94037205
23,24785,0.7460029
23,25026,0.75502306
23,25070,0.7587431
23,26246,0.5022999
23,26306,0.7156459
23,30902,0.504386
23,31872,0.59882015
23,32521,0.520135
23,32746,0.93894404
23,34088,0.504939
23,36131,0.68419695
23,36778,0.69514936
23,38008,0.84513056
23,40667,0.7264382
23,43205,0.7608586
23,44806,0.7191661
23,45335,0.6070408
23,46161,0.9484438
23,46192,0.72327346
24,27368,0.8981488
31,1334,0.54877764
31,21029,0.5029797
33,1334,0.5676416
33,20200,0.78610075
33,20594,0.78610075
33,21029,0.50240725
33,21128,0.50020635
33,27370,0.8004358
33,27970,0.50600415
37,305,0.5331706
37,27436,0.5024441
39,27374,0.7252083
40,23,0.83520436
40,51,0.7954821
40,1091,0.5946699
40,2408,0.7226711
40,3756,0.77450424
40,3833,0.6890888
40,4102,0.8635664
40,5712,0.65014803
40,7139,0.5690315
40,7309,0.5145559
40,7476,0.61987203
40,7574,0.69223475
40,9235,0.691314
40,9397,0.5937183
40,10598,0.52435815
40,11853,0.5694396
40,12137,0.8629836
40,12246,0.6092805
40,12485,0.7833131
40,13203,0.70743454
40,13524,0.6138237
40,13674,0.5588998
40,13683,0.7551077
40,13701,0.8280828
40,13703,0.82466334
40,14080,0.69425106
40,14280,0.65069616
40,14639,0.5085837
40,14751,0.59085906
40,14986,0.63185495
40,15227,0.8450269
40,16079,0.54923207
40,18623,0.55215293
40,19400,0.6457068
40,20263,0.5180831
40,20297,0.803455
40,20620,0.52025646
40,21117,0.85989356
40,21773,0.5905326
40,22049,0.84223795
40,22597,0.85885
40,23095,0.8486279
40,23141,0.86122906
40,24785,0.6988423
40,25026,0.6973197
40,25070,0.68721825
40,26306,0.66265583
40,31872,0.5787714
40,32746,0.85923916
40,33404,0.53199166
40,36131,0.6247646
40,36778,0.6476066
40,38008,0.7642571
40,40667,0.64232
40,43205,0.694446
40,44806,0.6557516
40,45335,0.5581228
40,46161,0.86187565
40,46192,0.628471
45,1334,0.54319525
47,43839,0.5104159
50,5855,0.53088844
50,27857,0.5658669
51,23,0.8604512
51,40,0.7954821
51,1091,0.6175196
51,2408,0.7304817
51,3756,0.8251466
51,3833,0.71060985
51,4102,0.9078605
51,5712,0.66749865
51,7139,0.61663646
51,7309,0.5431139
51,7476,0.6542095
51,7574,0.71576345
51,9235,0.7078109
51,9397,0.6474686
51,10598,0.58979946
51,11853,0.5487482
51,12137,0.8918228
51,12246,0.60589224
