src,dst,cosine_sim
3,4,0.6265814
4,3,0.6265814
4,27524,0.60356414
12,1334,0.7090897
12,21029,0.62759966
23,40,0.83520436
23,51,0.8604512
23,1091,0.6419436
23,2408,0.7819454
23,3756,0.8579014
23,3833,0.7400131
23,4102,0.9477374
23,5712,0.69629
23,7139,0.63112664
23,7476,0.6844536
23,7574,0.75092214
23,9235,0.7340232
23,9397,0.6482701
23,12137,0.9483243
23,12246,0.6424208
23,12485,0.86083657
23,13203,0.7830464
23,13524,0.64300203
23,13683,0.8424426
23,13701,0.90863615
23,13703,0.9071247
23,14080,0.77374077
23,14280,0.6869261
23,14751,0.6432921
23,14986,0.6840587
23,15227,0.9341241
23,19400,0.68553764
23,20297,0.8891896
23,21117,0.9435529
23,21773,0.618325
23,22049,0.912171
23,22597,0.95015275
23,23095,0.93266374
23,23141,0.94037205
23,24785,0.7460029
23,25026,0.75502306
23,25070,0.7587431
23,26306,0.7156459
23,32746,0.93894404
23,36131,0.68419695
23,36778,0.69514936
23,38008,0.84513056
23,40667,0.7264382
23,43205,0.7608586
23,44806,0.7191661
23,45335,0.6070408
23,46161,0.9484438
23,46192,0.72327346
24,27368,0.8981488
33,20200,0.78610075
33,20594,0.78610075
33,27370,0.8004358
39,27374,0.7252083
40,23,0.83520436
40,51,0.7954821
40,2408,0.7226711
40,3756,0.77450424
40,3833,0.6890888
40,4102,0.8635664
40,5712,0.65014803
40,7476,0.61987203
40,7574,0.69223475
40,9235,0.691314
40,12137,0.8629836
40,12246,0.6092805
40,12485,0.7833131
40,13203,0.70743454
40,13524,0.6138237
40,13683,0.7551077
40,13701,0.8280828
40,13703,0.82466334
40,14080,0.69425106
40,14280,0.65069616
40,14986,0.63185495
40,15227,0.8450269
40,19400,0.6457068
40,20297,0.803455
40,21117,0.85989356
40,22049,0.84223795
40,22597,0.85885
40,23095,0.8486279
40,23141,0.86122906
40,24785,0.6988423
40,25026,0.6973197
40,25070,0.68721825
40,26306,0.66265583
40,32746,0.85923916
40,36131,0.6247646
40,36778,0.6476066
40,38008,0.7642571
40,40667,0.64232
40,43205,0.694446
40,44806,0.6557516
40,46161,0.86187565
40,46192,0.628471
51,23,0.8604512
51,40,0.7954821
51,1091,0.6175196
51,2408,0.7304817
51,3756,0.8251466
51,3833,0.71060985
51,4102,0.9078605
51,5712,0.66749865
51,7139,0.61663646
51,7476,0.6542095
51,7574,0.71576345
51,9235,0.7078109
51,9397,0.6474686
51,12137,0.8918228
51,12246,0.60589224
51,12485,0.81344134
51,13203,0.74682164
51,13524,0.652385
51,13683,0.8059602
51,13701,0.8575525
51,13703,0.85113776
51,14080,0.7580529
51,14280,0.6972678
51,14751,0.6251347
51,14986,0.6913025
51,15227,0.88147587
51,19400,0.65035474
51,20297,0.8518385
51,21117,0.88953626
51,22049,0.87182385
51,22597,0.8931696
51,23095,0.8785434
51,23141,0.8961406
51,24785,0.6945385
51,25026,0.70960134
51,25070,0.7247274
51,26306,0.6752766
51,32746,0.8894935
51,36131,0.6594511
51,36778,0.6724701
51,38008,0.80936986
51,40667,0.7188771
51,43205,0.734677
51,44806,0.6882214
51,45335,0.6497232
51,46161,0.8957749
51,46192,0.6801776
52,27387,0.75305974
52,34449,0.61601424
54,27420,0.77845323
71,34205,0.66041267
86,98,0.6161369
98,86,0.6161369
99,340,0.6367636
106,27534,0.78116167
108,572,0.66011316
108,4870,0.65099967
108,11050,0.6794794
108,11136,0.66011316
108,29222,0.66011316
108,31778,0.66011316
108,42276,0.66011316
113,27469,0.8537126
120,232,0.6112223
123,24753,0.70432866
123,27416,1.0
123,27483,0.631297
149,440,0.66473997
150,27521,1.0
150,29198,1.0
154,27519,0.67226994
156,3796,0.6564343
165,27715,0.6003887
166,24479,0.6241034
172,9856,0.6193696
172,27803,0.6046245
172,36418,0.61709756
175,7937,0.6412543
175,8116,0.7779607
175,20437,0.7779607
175,26274,0.7779607
175,32749,0.7074025
185,13668,0.65605664
185,20573,0.65605664
185,20618,0.6443381
185,27617,0.6219642
196,27485,0.7123711
207,27643,0.86914194
214,1334,0.6675237
224,27662,0.87342143
231,19200,0.8323229
231,25506,0.8056894
232,120,0.6112223
247,27692,0.8741346
250,4745,0.80586034
250,7519,0.81805193
250,8775,0.60888237
250,9288,0.68175864
250,18148,0.7726609
250,18686,0.81361693
250,22717,0.75634235
250,27690,0.8759774
250,29028,0.8258068
250,31835,0.63390625
250,32007,0.82184136
250,35671,0.6372958
250,37487,0.64031416
250,40723,0.65445757
250,41173,0.66480833
250,44803,0.80509603
259,305,0.60006815
259,367,0.6004267
259,451,0.6082447
260,27709,0.99132556
275,27724,0.90908444
289,27741,0.9391229
299,572,0.7707536
299,11053,0.7021716
299,11136,0.7707536
299,14081,0.66906005
299,16809,0.61446536
299,23682,0.60008484
299,29222,0.7707536
299,31778,0.7707536
299,41708,0.66906005
299,42276,0.7707536
299,44260,0.65052664
302,27750,0.89010954
305,259,0.60006815
315,42362,0.7605652
320,27768,0.96044654
323,583,0.613845
323,28096,0.6038884
325,27776,1.0
333,27790,0.8540525
335,27792,0.8740647
336,27794,0.64250004
340,99,0.6367636
350,27816,0.83948416
352,27817,0.79434353
367,259,0.6004267
368,44055,1.0
369,27830,0.76039624
374,27841,0.7907186
402,27873,1.0
407,27464,0.65560883
407,27524,0.8056195
407,27901,0.6598774
421,14076,0.6590396
426,27908,0.96115696
440,149,0.66473997
447,583,0.6195338
447,28096,0.62060195
448,27928,0.93378615
451,259,0.6082447
459,27945,0.65021235
461,1855,0.6023213
461,10169,0.61468637
461,11114,1.0
461,20358,0.6109742
461,25786,0.66542894
461,26269,0.65942997
461,27240,0.61468637
461,29231,0.61468637
461,32906,0.61468637
461,33070,0.66542894
461,34305,0.66542894
461,39672,0.61468637
461,44528,0.65610075
471,27959,0.92763215
475,27524,0.6045553
491,27990,0.6112906
507,28003,0.99915415
540,28044,0.90534943
561,28072,0.97939277
565,28079,0.98574746
569,28083,0.92171305
572,108,0.66011316
572,299,0.7707536
572,11050,0.6552278
572,11105,0.64499664
572,11136,1.0
572,14081,0.8680595
572,16809,0.7972267
572,20332,0.6242105
572,23682,0.76283884
572,24534,0.68876743
572,24699,0.7608909
572,29222,1.0
572,31778,1.0
572,32751,0.64499664
572,41708,0.8680595
572,42276,1.0
572,44260,0.7716832
582,9050,0.67803097
582,10169,0.63499033
582,10231,0.7737387
582,10449,0.6380039
582,10467,0.9917083
582,10497,0.6380039
582,13692,0.6380039
582,14060,0.67631555
582,15196,0.99999994
582,16824,0.99999994
582,16985,0.67803097
582,19884,0.99999994
582,19889,0.67803097
582,20388,0.6380039
582,25586,0.9917083
582,26623,0.6380039
582,27240,0.63499033
582,29231,0.63499033
582,32906,0.63499033
582,33634,0.63655895
582,33672,0.6380039
582,39672,0.63499033
582,44014,0.7737387
582,44457,0.6380039
583,323,0.613845
583,447,0.6195338
583,27528,0.66021484
583,27717,0.6265234
583,28096,0.895586
600,4882,0.69592357
600,20247,0.6879912
600,20760,0.6184431
600,26369,0.64009637
600,38010,0.6296596
600,44312,0.6285032
600,45465,0.7686251
613,1855,0.6995567
613,8173,0.73609924
613,24280,0.6686747
613,25786,0.7218354
613,33070,0.7218354
613,33084,0.6319568
613,34305,0.7218354
619,19173,0.60887074
619,29569,0.6382445
620,3303,0.6582681
620,4062,1.0
620,8318,0.62349874
620,9200,1.0
620,10968,0.7839078
620,13716,0.72934234
620,14131,0.6104807
620,15038,0.61679035
620,22364,0.7839078
620,22460,0.69978756
620,22901,0.6497186
620,24683,1.0
620,26166,0.78499275
620,26701,0.6324871
620,29182,0.72934234
620,29224,1.0
620,30106,1.0
620,31549,1.0
620,32520,0.78499275
620,32634,0.78499275
620,32883,0.78499275
